               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,             0.01501,           0.0075041,           0.0010188,             0.89758,             0.85632,             0.94746,             0.53752,            0.028219,             0.01838,           0.0054188,            0.003169,            0.003169,            0.003169
                 140,            0.015329,           0.0079519,          0.00097739,              0.8758,             0.86664,             0.95698,             0.57965,            0.027575,            0.018547,           0.0055022,           0.0031195,           0.0031195,           0.0031195
                 141,            0.014299,           0.0077501,          0.00062328,             0.82277,             0.89927,             0.95615,             0.56422,            0.027776,            0.018879,           0.0056657,             0.00307,             0.00307,             0.00307
                 142,            0.013636,           0.0075124,          0.00075604,             0.90188,             0.87756,             0.95331,             0.55947,            0.027905,            0.018848,           0.0054045,           0.0030205,           0.0030205,           0.0030205
                 143,            0.013756,           0.0078293,           0.0010234,             0.86334,             0.89976,             0.94299,             0.55286,            0.027813,            0.018791,           0.0057995,            0.002971,            0.002971,            0.002971
                 144,            0.013213,           0.0071812,           0.0008699,             0.84658,             0.87239,             0.93533,             0.53512,            0.028018,            0.018887,           0.0062007,           0.0029215,           0.0029215,           0.0029215
                 145,            0.013584,           0.0075749,           0.0006951,             0.84976,             0.86271,             0.94079,             0.53645,            0.028098,            0.018863,           0.0069875,            0.002872,            0.002872,            0.002872
                 146,            0.013818,           0.0075944,          0.00069939,             0.85583,             0.84375,             0.92925,             0.53352,            0.028096,            0.018939,           0.0080007,           0.0028225,           0.0028225,           0.0028225
                 147,            0.013494,           0.0077366,          0.00080254,             0.86906,             0.83458,              0.9163,             0.53216,            0.028752,            0.018943,           0.0078713,            0.002773,            0.002773,            0.002773
                 148,            0.013908,           0.0075486,           0.0010384,             0.86053,             0.84395,             0.93494,             0.56139,            0.028445,            0.018698,           0.0071729,           0.0027235,           0.0027235,           0.0027235
                 149,            0.013027,           0.0077118,           0.0009926,             0.87681,             0.85517,              0.9397,             0.54575,            0.028033,            0.018573,           0.0060375,            0.002674,            0.002674,            0.002674
                 150,            0.012946,           0.0075449,           0.0006769,             0.89051,             0.86436,             0.94328,              0.5514,            0.028283,            0.018853,           0.0058298,           0.0026245,           0.0026245,           0.0026245
                 151,            0.013819,            0.006881,          0.00084027,             0.98484,             0.82996,             0.95915,             0.56311,            0.028454,            0.019135,           0.0058707,            0.002575,            0.002575,            0.002575
                 152,            0.012924,           0.0075173,          0.00093415,             0.95474,             0.84878,             0.95416,             0.56778,            0.028586,            0.019793,           0.0057442,           0.0025255,           0.0025255,           0.0025255
